_id,AnimalID,AnimalName,AnimalType,PrimaryColor,SecondaryColor,PrimaryBreed,Sex,DOB,Age,IntakeDate,IntakeCondition,IntakeType,IntakeSubtype,IntakeReason,OutcomeDate,OutcomeType,OutcomeSubtype,OutcomeCondition,Crossing,Jurisdiction,LastUpdate
4930,A1314073,CLIFF,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2022-08-30,2 YEARS,2023-08-30,HEALTHY,STRAY,OTC,,2023-09-30,ADOPTION,WALK IN,HEALTHY,SENTER RD,SAN JOSE,2023-09-30
4931,A1314075,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2015-08-30,9 YEARS,2023-08-30,MED SEV,STRAY,OTC,,2023-09-02,RTO,,FERAL,OAKLAND RD/ COMMERCIAL ST,SAN JOSE,2023-09-02
4932,A1314076,MASTER SPLINTER,OTHER,WHITE,,RAT,UNKNOWN,,NO AGE,2023-08-30,HEALTHY,STRAY,OTC,,2023-10-11,RESCUE,RADRODENT,,CAMPBELL AVE/HAMILTON AVE,SAN JOSE,2023-12-11
4933,A1314079,MUFFIN,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,,NO AGE,2023-08-30,MED R,STRAY,OTC,,2023-09-01,DIED,IN KENNEL,DEAD,TULLY RD X MCLAUGHLIN AVE,SAN JOSE,2023-09-01
4934,A1314090,ZIA,DOG,TRICOLOR,,SIBERIAN HUSKY,FEMALE,2022-11-30,1 YEAR 11 MONTHS,2023-08-30,HEALTHY,STRAY,FIELD,,2023-09-01,RTO,MICROCHIP,HEALTHY,BRAHMS AVE/ EDGECREST,SAN JOSE,2023-09-01
4935,A1314092,,CAT,TABBY-BRN,,DOMESTIC LH,UNKNOWN,,NO AGE,2023-08-30,MED SEV,STRAY,FIELD,,2023-09-15,DIED,AT VET,MED SEV,SARATOGA CREEK X KOSICH,SARATOGA,2023-09-15
4936,A1314093,,DOG,BLACK,BROWN,CHIHUAHUA SH,SPAYED,2012-09-01,12 YEARS,2023-08-30,MED R,STRAY,FIELD,,2023-09-14,ADOPTION,WALK IN,,TULLY RD / S KING,SAN JOSE,2023-09-14
4937,A1314099,GOOSEBERRY,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2023-04-01,1 YEAR 6 MONTHS,2023-08-31,MED SEV,STRAY,OTC,,2023-09-16,ADOPTION,,HEALTHY,400 BLOCK HARMONY LN X RHAPSODY WAY,SAN JOSE,2023-09-16
4938,A1314102,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2022-09-06,2 YEARS,2023-08-31,HEALTHY,STRAY,OTC,,2023-10-02,RTF,,FERAL,FRANCISCO AVE X STOKES ST,SAN JOSE,2023-10-02
4939,A1314114,POE,DOG,WHITE,,CHIHUAHUA SH,MALE,2021-09-01,3 YEARS,2023-08-31,MED M,STRAY,OTC,,2023-09-07,RESCUE,WAGNTRAILS,HEALTHY,TULLY RD X SENTER RD,SAN JOSE,2023-09-07
4940,A1314116,POPPY,CAT,BLACK,BLACK,DOMESTIC SH,SPAYED,2023-07-31,1 YEAR 3 MONTHS,2023-08-31,MED R,STRAY,OTC,,2023-09-01,FOSTER,,,FRANCIS DR / VERNA DR,SAN JOSE,2023-09-01
4941,A1314116,POPPY,CAT,BLACK,BLACK,DOMESTIC SH,SPAYED,2023-07-31,1 YEAR 3 MONTHS,2023-09-04,MED R,FOSTER,,,2023-09-17,FOSTER,,HEALTHY,FRANCIS DR / VERNA DR,SAN JOSE,2023-09-17
4942,A1314116,POPPY,CAT,BLACK,BLACK,DOMESTIC SH,SPAYED,2023-07-31,1 YEAR 3 MONTHS,2023-10-13,HEALTHY,FOSTER,,,2023-10-13,ADOPTION,,HEALTHY,,SAN JOSE,2023-10-13
4943,A1314118,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,MALE,2023-07-16,8 WEEKS,2023-08-31,MED SEV,STRAY,OTC,,2023-09-12,EUTH,U MED SEV,MED SEV,ALUM ROCK X N JACKSON AVE,SAN JOSE,2023-09-12
4944,A1314119,,BIRD,BROWN,,OWL,UNKNOWN,,NO AGE,2023-08-31,MED R,WILDLIFE,FIELD,,2023-08-31,TRANSFER,WILDLIFE,MED R,CAPE COLONY,SAN JOSE,2023-08-31
4945,A1314120,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2023-07-31,1 YEAR 3 MONTHS,2023-08-31,MED R,STRAY,OTC,,2023-08-31,FOSTER,,MED R,FERRARI AVE,SAN JOSE,2023-08-31
4946,A1314120,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2023-07-31,1 YEAR 3 MONTHS,2023-09-05,MED R,STRAY,OTC,,2023-09-05,RESCUE,ST FRANCIS,MED R,FERRARI AVE,SAN JOSE,2023-09-05
4947,A1314124,,DOG,WHITE,BLACK,SIBERIAN HUSKY,FEMALE,,NO AGE,2023-08-31,HEALTHY,STRAY,OTC,,2023-09-03,RTO,WALK IN,HEALTHY,SANTA RITA WAY / SANTA ROSA DR,SAN JOSE,2023-09-03
4948,A1314128,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2023-08-31,MED R,WILDLIFE,FIELD,,2023-08-31,TRANSFER,WILDLIFE,MED R,1200 BLOCK OF MAYETTE AVE,SAN JOSE,2023-08-31
4949,A1314137,ACHILLES,DOG,BLACK,TAN,GERM SHEPHERD,MALE,2022-09-02,2 YEARS,2023-08-31,HEALTHY,STRAY,FIELD,,2023-08-31,RTO,WALK IN,HEALTHY,TOWNSEND PARK CIR / PARKVIEW GREEN CIR,SAN JOSE,2023-08-31
4950,A1314137,ACHILLES,DOG,BLACK,TAN,GERM SHEPHERD,MALE,2022-09-02,2 YEARS,2023-08-31,HEALTHY,CONFISCATE,BITE,,2023-09-10,RTO,,,,SAN JOSE,2023-09-10
4951,A1314140,,CAT,TABBY-GRAY,,DOMESTIC MH,FEMALE,2023-07-01,9 WEEKS,2023-08-31,MED SEV,STRAY,OTC,,2023-09-01,DIED,IN KENNEL,MED SEV,4600 BLOCK TANGO WAY X SERENADE WAY,SAN JOSE,2023-09-01
4952,A1314143,MERLIN,CAT,TABBY-GRAY,,DOMESTIC SH,NEUTERED,2023-07-16,1 YEAR 3 MONTHS,2023-08-31,MED R,STRAY,OTC,,2023-10-08,ADOPTION,WALK IN,HEALTHY,ORLANDO DR/BISCAYNE WAY,SAN JOSE,2023-10-08
4953,A1314146,,CAT,BLACK,WHITE,DOMESTIC MH,UNKNOWN,,NO AGE,2023-08-31,DEAD,DISPO REQ,FIELD,,2023-08-31,DISPOSAL,,DEAD,ATWOOD DR / MONROVIA DR,SAN JOSE,2023-08-31
4954,A1314147,ALEX,CAT,TABBY-ORG,WHITE,DOMESTIC MH,MALE,2008-08-31,15 YEARS,2023-08-31,DEAD,DISPO REQ,OTC,,2023-08-31,DISPOSAL,,DEAD,,SAN JOSE,2023-08-31
4955,A1314148,SPIKE,DOG,CREAM,BLACK,PUG,NEUTERED,2021-09-02,3 YEARS,2023-08-31,HEALTHY,STRAY,OTC,,2023-09-02,LOST EXP,,HEALTHY,CHYNOWETH AVE X MANGO BLOSSOM CT,SAN JOSE,2023-09-02
4956,A1314148,SPIKE,DOG,CREAM,BLACK,PUG,NEUTERED,2021-09-02,3 YEARS,2023-09-02,HEALTHY,STRAY,OTC,,2023-09-07,RTO,WALK IN,HEALTHY,CHYNOWETH AVE/MANGO BLOSSOM CT,SAN JOSE,2023-09-07
4957,A1314149,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2023-08-31,NURSING,WILDLIFE,FIELD,,2023-08-31,TRANSFER,WILDLIFE,NURSING,FLINTDALEAVE,SAN JOSE,2023-08-31
4958,A1314150,MIKEY,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2020-08-31,4 YEARS,2023-08-31,MED R,OWNER SUR,OTC,,2023-10-02,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2023-10-02
4959,A1314150,MIKEY,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2020-08-31,4 YEARS,2023-12-19,MED M,STRAY,OTC,,2024-01-14,FOSTER,,HEALTHY,MONTEREY HWY X UMBARGER RD,SAN JOSE,2024-02-29
4960,A1314150,MIKEY,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2020-08-31,4 YEARS,2024-02-29,HEALTHY,FOSTER,,,2024-02-29,ADOPTION,,HEALTHY,,SAN JOSE,2024-02-29
4961,A1314150,MIKEY,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,NEUTERED,2020-08-31,4 YEARS,2024-04-14,MED R,OWNER SUR,OTC,,2024-04-20,RTO,,,,SANTA CLARA,2024-04-20
4962,A1314153,,CAT,TABBY-BUFF,,DOMESTIC SH,MALE,,NO AGE,2023-08-31,NURSING,STRAY,OTC,,2023-09-05,FOSTER,,NURSING,MESA DR X GALLUP DR,SAN JOSE,2023-09-08
4963,A1314153,,CAT,TABBY-BUFF,,DOMESTIC SH,MALE,,NO AGE,2023-09-08,NURSING,FOSTER,,,2023-09-10,DIED,U PANLEUK,MED SEV,,SAN JOSE,2023-09-10
4964,A1314154,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-08-12,1 YEAR 2 MONTHS,2023-09-08,NURSING,FOSTER,,,2023-09-11,FOSTER,,MED SEV,,SAN JOSE,2023-11-22
4965,A1314154,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-08-12,1 YEAR 2 MONTHS,2023-08-31,NURSING,STRAY,OTC,,2023-09-05,FOSTER,,NURSING,MESA DR X GALLUP DR,SAN JOSE,2023-09-05
4966,A1314154,,CAT,TABBY-ORG,,DOMESTIC SH,NEUTERED,2023-08-12,1 YEAR 2 MONTHS,2023-11-22,MED R,FOSTER,,,2023-12-12,RESCUE,ROCHAUNICO,MED R,,SAN JOSE,2023-12-12
4967,A1314155,,CAT,TORTIE-DIL,,DOMESTIC SH,FEMALE,,NO AGE,2023-08-31,NURSING,STRAY,OTC,,2023-09-05,FOSTER,,NURSING,MESA DR X GALLUP DR,SAN JOSE,2023-09-05
4968,A1314155,,CAT,TORTIE-DIL,,DOMESTIC SH,FEMALE,,NO AGE,2023-09-08,NURSING,FOSTER,,,2023-09-09,DIED,IN KENNEL,NURSING,,SAN JOSE,2023-10-12
4969,A1314156,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,NO AGE,2023-09-08,NURSING,FOSTER,,,2023-09-12,DIED,IN FOSTER,DEAD,,SAN JOSE,2023-10-31
4970,A1314156,,CAT,TABBY-ORG,,DOMESTIC SH,MALE,,NO AGE,2023-08-31,NURSING,STRAY,OTC,,2023-09-05,FOSTER,,NURSING,MESA DR X GALLUP DR,SAN JOSE,2023-09-05
4971,A1314196,,OTHER,BROWN,,RABBIT SH,UNKNOWN,,NO AGE,2023-08-31,HEALTHY,STRAY,OTC,,2023-08-31,RESCUE,RABBITHVN,NURSING,1200 BLOCK S 7TH STREET,SAN JOSE,2023-08-31
4972,A1314197,CHILI,OTHER,PT-SEAL,,RABBIT SH,SPAYED,,NO AGE,2023-08-31,HEALTHY,STRAY,OTC,,2024-01-28,FOSTER,,HEALTHY,CUESTA DR X GULUZZO DR,SAN JOSE,2024-01-28
4973,A1314199,,OTHER,BLACK,,RABBIT SH,UNKNOWN,,NO AGE,2023-08-31,HEALTHY,STRAY,OTC,,2023-08-31,RESCUE,RABBITHVN,NURSING,1200 BLOCK S 7TH STREET,SAN JOSE,2023-08-31
4974,A1314207,,OTHER,BROWN,BLACK,SQUIRREL,UNKNOWN,,NO AGE,2023-08-31,MED R,WILDLIFE,OTC,,2023-09-01,TRANSFER,WILDLIFE,MED M,CEFALU DR,SAN JOSE,2023-09-01
4975,A1314214,SAMMY,DOG,BROWN,BLACK,TIBETAN TERR,SPAYED,2018-09-06,6 YEARS,2023-08-31,HEALTHY,STRAY,OTC,,2023-09-08,FOSTER,,,CAPITOL EXPY X SNELL AVE,SAN JOSE,2023-09-08
4976,A1314214,SAMMY,DOG,BROWN,BLACK,TIBETAN TERR,SPAYED,2018-09-06,6 YEARS,2024-04-18,HEALTHY,FOSTER,,,2024-04-18,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2024-04-18
4977,A1314224,,OTHER,BROWN,BLACK,SQUIRREL,UNKNOWN,,NO AGE,2023-08-31,MED R,WILDLIFE,OTC,,2023-09-01,TRANSFER,WILDLIFE,MED M,MCCLELLAN RD,CUPERTINO,2023-09-01
4978,A1314227,LOVELY,CAT,WHITE,GRAY,DOMESTIC SH,SPAYED,2023-08-17,1 YEAR 2 MONTHS,2023-08-31,MED R,STRAY,OTC,IP ADOPT,2023-09-05,FOSTER,,NURSING,SANTA ROSA,SAN JOSE,2023-10-02
4979,A1314227,LOVELY,CAT,WHITE,GRAY,DOMESTIC SH,SPAYED,2023-08-17,1 YEAR 2 MONTHS,2023-10-17,MED SEV,FOSTER,,IP ADOPT,2023-11-25,ADOPTION,WALK IN,HEALTHY,SANTA ROSA,SAN JOSE,2023-11-25
4980,A1314233,,OTHER,BROWN,GRAY,SQUIRREL,UNKNOWN,,NO AGE,2023-08-31,NURSING,WILDLIFE,FIELD,,2023-09-01,TRANSFER,WILDLIFE,MED M,STEVENS CREEK X S DE ANZA,CUPERTINO,2023-09-01
4981,A1314248,,CAT,TABBY-BRN,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-09-01,NURSING,STRAY,OTC,,2023-09-12,DIED,U PANLEUK,MED SEV,ALBEMAR CT/ TENLEY DR,SAN JOSE,2023-10-12
4982,A1314249,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-09-01,NURSING,STRAY,OTC,,2023-09-01,DIED,IN KENNEL,NURSING,ALBEMAR CT/ TENLEY DR,SAN JOSE,2023-10-12
4983,A1314250,,CAT,TABBY-ORG,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-09-01,NURSING,STRAY,OTC,,2023-09-09,DIED,U PANLEUK,MED SEV,ALBEMAR CT/ TENLEY DR,SAN JOSE,2023-10-12
4984,A1314257,,CAT,BROWN,,DOMESTIC SH,SPAYED,,NO AGE,2023-09-05,FERAL,S/N CLINIC,,,2023-09-05,RTF,,FERAL,,,2023-09-12
4985,A1314258,,CAT,BROWN,,DOMESTIC SH,SPAYED,,NO AGE,2023-09-05,FERAL,S/N CLINIC,,,2023-09-05,RTF,,FERAL,,,2023-09-12
4986,A1314260,,CAT,BROWN,,DOMESTIC SH,SPAYED,,NO AGE,2023-09-26,FERAL,S/N CLINIC,,,2023-09-26,RTF,,FERAL,,,2023-09-27
4987,A1314261,,CAT,BROWN,,DOMESTIC SH,SPAYED,,NO AGE,2023-09-26,FERAL,S/N CLINIC,,,2023-09-26,RTF,,FERAL,,,2023-09-27
4988,A1314264,,CAT,BROWN,,DOMESTIC SH,NEUTERED,,NO AGE,2023-09-05,FERAL,S/N CLINIC,,,2023-09-05,RTF,,FERAL,,,2023-09-12
4989,A1314266,CANDY,DOG,CREAM,,YORKSHIRE TERR,SPAYED,2016-09-01,8 YEARS,2023-09-01,MED R,STRAY,FIELD,,2023-09-23,ADOPTION,WALK IN,HEALTHY,W SAN CARLOS,SAN JOSE,2023-09-23
4990,A1314267,,CAT,CALICO-TRI,,DOMESTIC SH,SPAYED,2021-09-06,3 YEARS,2023-09-01,MED R,STRAY,MEDVET,,2023-10-02,RTF,,FERAL,AUZERAIS AVE / BARAK OBAMA ST,SAN JOSE,2023-10-02
4991,A1314268,LINUS,DOG,CREAM,,YORKSHIRE TERR,MALE,2018-09-17,6 YEARS,2023-09-01,MED R,STRAY,FIELD,,2023-11-11,RESCUE,ROCKET DOG,MED M,W SAN CARLOS,SAN JOSE,2023-11-13
4992,A1314271,,CAT,PT-CHOC,,DOMESTIC SH,MALE,2021-09-01,2 YEARS,2023-09-01,MED R,STRAY,OTC,,2023-09-30,EUTH,M MEDICAL,MED SEV,1200 BLOCK SHERMAN ST W HUMBOLT ST,SAN JOSE,2023-09-30
4993,A1314272,,DOG,WHITE,BLACK,CHIHUAHUA SH,FEMALE,,NO AGE,2023-09-01,DEAD,DISPO REQ,OTC,,2023-09-01,DISPOSAL,,DEAD,WOODMINISTER DR / SHERLOCK DR,SAN JOSE,2023-09-01
4994,A1314274,,DOG,BROWN,WHITE,CHIHUAHUA LH,FEMALE,,NO AGE,2023-09-01,HEALTHY,STRAY,OTC,,2023-09-25,RESCUE,WONDERDOG,HEALTHY,FERNISH DR X GULUZZO DR,SAN JOSE,2023-09-25
4995,A1314277,,CAT,BLACK,,DOMESTIC SH,UNKNOWN,,NO AGE,2023-09-01,DEAD,DISPO REQ,FIELD,,2023-09-01,DISPOSAL,,DEAD,SATURN CT / CARNEGIE RD,MILPITAS,2023-09-01
4996,A1314290,BOBA,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2023-07-17,1 YEAR 3 MONTHS,2023-09-01,MED R,STRAY,OTC,,2023-09-12,ADOPTION,WALK IN,HEALTHY,MCLAUGHLIN AVE,SAN JOSE,2023-09-12
4997,A1314294,,OTHER,BROWN,,SQUIRREL,UNKNOWN,,NO AGE,2023-09-01,MED EMERG,WILDLIFE,FIELD,,2023-09-01,TRANSFER,WILDLIFE,MED EMERG,400 BLOCK CALERO,SAN JOSE,2023-09-01
4998,A1314295,VELMA KAHLUA,DOG,BLACK,TAN,GERM SHEPHERD,SPAYED,2020-09-01,4 YEARS,2023-09-01,HEALTHY,STRAY,OTC,,2024-05-16,ADOPTION,WALK IN,HEALTHY,NORSEMAN DR/EDUCATIONAL PARK DR,SAN JOSE,2024-05-16
4999,A1314299,,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-07-02,1 YEAR 3 MONTHS,2023-09-01,FERAL,STRAY,OTC,,2023-10-10,RTF,,FERAL,W HACIENDA AVE/WINCHESTER BLVD,CAMPBELL,2023-10-10
5000,A1314301,,CAT,TABBY-GRAY,WHITE,DOMESTIC SH,UNKNOWN,,NO AGE,2023-09-01,DEAD,DISPO REQ,FIELD,,2023-09-01,DISPOSAL,,DEAD,SWATHMORE X VILLANOVA,SARATOGA,2023-09-01
5001,A1314302,,CAT,TRICOLOR,ORANGE,DOMESTIC MH,FEMALE,2023-07-25,1 YEAR 3 MONTHS,2023-09-01,MED R,STRAY,OTC,,2023-09-07,RESCUE,ANDREASD,MED R,MURTHA DR / SUNSHADOW LN,SAN JOSE,2023-09-07
5002,A1314303,JOHNNY,DOG,GOLD,WHITE,CHIHUAHUA LH,MALE,2020-09-01,4 YEARS,2023-09-01,HEALTHY,STRAY,OTC,,2023-09-07,RESCUE,WAGNTRAILS,HEALTHY,SILICON VALLEY BLVD/HELLYER AVE,SAN JOSE,2023-09-07
5003,A1314304,MADDY,DOG,BROWN,WHITE,AUST CATTLE DOG,SPAYED,2022-12-01,1 YEAR 10 MONTHS,2023-09-01,HEALTHY,STRAY,OTC,,2023-09-13,ADOPTION,WALK IN,HEALTHY,UTOPIA PL/PEAK DR,SAN JOSE,2023-09-13
5004,A1314305,DAISY,CAT,GRAY,,DOMESTIC MH,SPAYED,2023-04-01,1 YEAR 6 MONTHS,2023-09-01,MED R,STRAY,OTC,,2023-10-01,ADOPTION,WALK IN,HEALTHY,MCKEE RD/N CAPITOL AVE,SAN JOSE,2023-10-01
5005,A1314306,TOM,CAT,TABBY-BRN,WHITE,DOMESTIC SH,NEUTERED,2023-05-01,1 YEAR 5 MONTHS,2023-09-01,MED R,STRAY,OTC,,2023-10-17,ADOPTION,WALK IN,HEALTHY,MCKEE RD/N CAPITOL AVE,SAN JOSE,2023-10-17
5006,A1314308,LITTLE BOY,DOG,BROWN,TAN,AUST KELPIE,NEUTERED,2021-09-02,3 YEARS,2023-09-01,HEALTHY,OWNER SUR,FIELD,,2023-10-12,ADOPTION,WALK IN,HEALTHY,,SAN JOSE,2023-10-14
5007,A1314309,,CAT,BLACK,WHITE,DOMESTIC SH,MALE,2023-08-25,2 WEEKS,2023-09-01,MED EMERG,STRAY,OTC,,2023-09-03,EUTH,U MED SEV,MED SEV,E CAPITOL EXPY/TULLY RD,SAN JOSE,2023-09-03
5008,A1314310,,BIRD,BLACK,,CROW,UNKNOWN,,NO AGE,2023-09-01,DEAD,WILDLIFE,FIELD,,2023-09-01,DISPOSAL,,DEAD,200 BLK EDGEWATER DR,MILPITAS,2023-09-01
5009,A1314311,,CAT,BLACK,,DOMESTIC SH,MALE,2023-08-17,1 YEAR,2023-09-01,MED EMERG,STRAY,OTC,,2023-09-02,DIED,U PANLEUK,MED SEV,E CAPITOL EXPY/TULLY RD,SAN JOSE,2024-08-22
5010,A1314312,PUPPY 1,DOG,BROWN,TAN,AUST SHEPHERD,FEMALE,2023-08-01,1 YEAR 2 MONTHS,2023-09-01,NURSING,OWNER SUR,FIELD,,2023-09-18,TRANSFER,HSSV,NURSING,,SAN JOSE,2023-09-18
5011,A1314313,PUPPY 2,DOG,BLACK,TAN,AUST KELPIE,FEMALE,2023-08-01,1 YEAR 2 MONTHS,2023-09-01,NURSING,OWNER SUR,FIELD,,2023-09-18,TRANSFER,HSSV,NURSING,,SAN JOSE,2023-09-18
5012,A1314314,MARASCHINO,DOG,BRINDLE-BN,,BOSTON TERRIER,NEUTERED,2023-06-02,1 YEAR 4 MONTHS,2023-09-01,MED R,STRAY,OTC,,2023-09-14,ADOPTION,WALK IN,HEALTHY,LIBRA LANE/CEDRO ST,SAN JOSE,2023-09-14
5013,A1314315,BING,DOG,BRINDLE-BN,WHITE,BOSTON TERRIER,NEUTERED,2023-06-02,1 YEAR 4 MONTHS,2023-09-01,MED R,STRAY,OTC,,2023-09-14,ADOPTION,WALK IN,HEALTHY,LIBRA LANE/CEDRO ST,SAN JOSE,2023-09-14
5014,A1314316,,OTHER,GRAY,,OPOSSUM,UNKNOWN,,NO AGE,2023-09-01,MED SEV,WILDLIFE,FIELD,,2023-09-01,EUTH,WILDLIFE,MED SEV,MANITOBA X KINGSTON,SAN JOSE,2023-09-01
5015,A1314317,,BIRD,BROWN,,DUCK,UNKNOWN,,NO AGE,2023-09-01,DEAD,DISPO REQ,OTC,,2023-09-01,DISPOSAL,,DEAD,LOS LAGOS GOLF COURSE,SAN JOSE,2023-09-01
5016,A1314319,WILLY,CAT,TABBY-GRAY,,DOMESTIC SH,MALE,,NO AGE,2023-09-01,DEAD,DISPO REQ,FIELD,,2024-08-20,DISPOSAL,,DEAD,OAK ST X ALMADEN,SAN JOSE,2024-08-20
5017,A1314320,THE COUNT,DOG,BLACK,,DACHSHUND,MALE,2021-09-03,3 YEARS,2023-09-01,BEH U,STRAY,FIELD,,2023-11-11,RESCUE,ROCKET DOG,HEALTHY,2700 BLOCK MONTEREY RD,SAN JOSE,2023-11-11
5018,A1314324,,CAT,GRAY,,DOMESTIC SH,MALE,,NO AGE,2023-09-02,DEAD,DISPO REQ,OTC,,2023-09-02,DISPOSAL,,DEAD,RIDGEMONT DR,,2023-09-02
5019,A1314326,,OTHER,GRAY,WHITE,OPOSSUM,UNKNOWN,,NO AGE,2023-09-02,MED M,WILDLIFE,FIELD,,2023-09-02,TRANSFER,WILDLIFE,MED M,COTTLE AVE / MAYETTE AVE,SAN JOSE,2023-09-02
5020,A1314327,POGI,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2023-03-02,1 YEAR 7 MONTHS,2023-09-02,HEALTHY,STRAY,OTC,,2023-09-14,FOSTER,,,MONTEREY HWY,,2024-04-13
5021,A1314327,POGI,DOG,BROWN,BLACK,GERM SHEPHERD,NEUTERED,2023-03-02,1 YEAR 7 MONTHS,2024-06-27,HEALTHY,FOSTER,,,2024-06-27,ADOPTION,WALK IN,HEALTHY,MONTEREY HWY,,2024-06-27
5022,A1314331,,CAT,BLACK,WHITE,DOMESTIC SH,NEUTERED,2023-04-06,1 YEAR 6 MONTHS,2023-09-02,MED R,STRAY,OTC,,2023-09-09,RTF,,FERAL,BIKINI AVE,,2023-09-09
5023,A1314336,,CAT,TABBY-BRN,,DOMESTIC SH,FEMALE,2023-08-12,1 YEAR 2 MONTHS,2023-09-02,NURSING,STRAY,OTC,,2023-09-07,RESCUE,ANDREASD,MED R,BLUE MOUNTIAN DR/MT MCKINLEY DR,SAN JOSE,2023-09-07
5024,A1314337,,CAT,TABBY-BRN,WHITE,DOMESTIC SH,FEMALE,2023-08-12,1 YEAR 2 MONTHS,2023-09-02,NURSING,STRAY,OTC,,2023-09-07,RESCUE,ANDREASD,MED R,BLUE MOUNTIAN DR/MT MCKINLEY DR,SAN JOSE,2023-09-07
5025,A1314338,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2023-08-12,4 WEEKS,2023-09-02,NURSING,STRAY,OTC,,2023-09-04,DIED,IN KENNEL,MED SEV,BLUE MOUNTIAN DR/MT MCKINLEY DR,SAN JOSE,2023-09-04
5026,A1314339,,CAT,WHITE,,DOMESTIC SH,MALE,2023-08-12,1 YEAR 2 MONTHS,2023-09-02,NURSING,STRAY,OTC,,2023-09-07,RESCUE,ANDREASD,MED R,BLUE MOUNTIAN DR/MT MCKINLEY DR,SAN JOSE,2023-09-07
5027,A1314340,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2023-08-12,1 YEAR 2 MONTHS,2023-09-02,NURSING,STRAY,OTC,,2023-09-07,RESCUE,ANDREASD,MED R,BLUE MOUNTIAN DR/MT MCKINLEY DR,SAN JOSE,2023-09-07
5028,A1314341,,CAT,TABBY-BRN,,DOMESTIC SH,MALE,2023-08-12,1 YEAR 2 MONTHS,2023-09-02,NURSING,STRAY,OTC,,2023-09-07,RESCUE,ANDREASD,MED R,BLUE MOUNTIAN DR/MT MCKINLEY DR,SAN JOSE,2023-09-07
5029,A1314342,MORENA,CAT,BLACK,,DOMESTIC SH,SPAYED,2023-07-02,1 YEAR 3 MONTHS,2023-09-02,HEALTHY,STRAY,OTC,,2023-10-14,ADOPTION,,HEALTHY,CAMERON CIR X HORIZON DR,,2023-10-14
5030,A1314343,DARLA,CAT,TORBI-BRN,,DOMESTIC SH,SPAYED,2023-07-02,1 YEAR 3 MONTHS,2023-09-02,HEALTHY,STRAY,OTC,,2023-10-03,ADOPTION,WALK IN,HEALTHY,CAMERON CIR X HORIZON DR,,2023-10-03
5031,A1314345,SUGAR,CAT,TABBY-BRN,WHITE,DOMESTIC SH,SPAYED,2023-07-02,1 YEAR 3 MONTHS,2023-09-02,HEALTHY,STRAY,OTC,,2023-10-05,ADOPTION,WALK IN,HEALTHY,CAMERON CIR X HORIZON DR,,2023-10-05
5032,A1314346,LITTLE GIRL,DOG,WHITE,,FRENCH BULLDOG,FEMALE,2023-01-23,1 YEAR 9 MONTHS,2023-09-02,MED SEV,CONFISCATE,ASO,,,,,,,SAN JOSE,2023-10-16
5033,A1314347,NIA,CAT,TABBY-BRN,,DOMESTIC SH,SPAYED,2023-07-02,1 YEAR 3 MONTHS,2023-09-02,HEALTHY,STRAY,OTC,,2023-10-03,ADOPTION,WALK IN,HEALTHY,CAMERON CIR X HORIZON DR,,2023-10-03
5034,A1314348,,CAT,TABBY-GRAY,,DOMESTIC SH,SPAYED,2021-09-25,3 YEARS,2023-09-02,NURSING,STRAY,OTC,,2023-10-02,RTF,,FERAL,ROCK CANYON CIR/PENITENCIA CREEK RD,SAN JOSE,2023-10-02
5035,A1314349,GHOST,CAT,WHITE,,DOMESTIC SH,SPAYED,2023-07-30,1 YEAR 3 MONTHS,2023-09-02,NURSING,STRAY,OTC,,2023-09-24,FOSTER,,HEALTHY,ROCK CANYON CIR/PENITENCIA CREEK RD,SAN JOSE,2023-09-24
